Product_Name,Brand,Price,Rating
CORSAIR Vengeance 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMZ16GX3M2A1600C9,Corsair,"5,590",4
Ballistix Sport LT 16GB Single DDR4 2666 MT/s (PC4-21300) DR x8 DIMM 288-Pin Memory - BLS16G4D26BFSB (Grey),Ballistix,"4,747",5
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform Desktop Memory Model F4-3200C16Q-32GTZB,G.SKILL,"12,445",4
"Patriot Viper Elite 8GB (1 x 8GB) DDR4 2400MHz DRAM (Desktop Memory) CL16 1.2V Grey DIMM (288-pin) Extreme Performance Memory PVE48G240C6GY (Intel XMP, AMD Ryzen)",Patriot Memory,"2,866",4
"Patriot Viper 4 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Extreme Performance Memory, Black Sides / Red Top Model PV416G300C6K",Patriot Memory,"5,851",5
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model CMK16GX4M2A2666C16R,Corsair,"5,808",4
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform Desktop Memory Model F4-3200C16D-16GTZSK,G.SKILL,"6,220",4
G.SKILL Ripjaws V Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4 17000) Desktop Memory Model F4-2133C15D-32GVR,G.SKILL,"9,819",4
G.SKILL Aegis 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4 17000) Intel Z170 Platform / Intel X99 Platform Desktop Memory Model F4-2133C15D-8GIS,G.SKILL,"2,728",4
CORSAIR Vengeance LPX 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK64GX4M4C3000C15,Corsair,"20,742",5
CORSAIR Vengeance LP 32GB (4 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML32GX3M4A1600C10,Corsair,"10,786",5
G.SKILL Trident Z Royal Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Desktop Memory Model F4-4000C19D-32GTRG,G.SKILL,"27,570",5
CORSAIR Vengeance LPX 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model CMK32GX4M4A2666C16W,Corsair,"10,953",5
G.SKILL TridentZ Series 128GB (8 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform / Intel X99 Platform Desktop Memory Model F4-3200C16Q2-128GTZKW,G.SKILL,"45,193",5
CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMK32GX4M2K3600C16,Corsair,"21,119",5
Team T-FORCE XCALIBUR RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Desktop Memory Model TF5D416G4000HC18EDC01,Team Group,"10,575",5
G.SKILL TridentZ RGB Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Intel Z170 / Z270 / Z370 / X299 Desktop Memory Model F4-3600C16Q-32GTZR,G.SKILL,"25,230",4
G.SKILL Ripjaws V Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model F4-3000C14Q-64GVR,G.SKILL,"28,325",5
CORSAIR Vengeance LPX 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) AMD X399 Compatible Desktop Memory Model CMK32GX4M4B3200C16,Corsair,"12,387",4
G.SKILL NT Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Intel Z170 Platform / Intel X99 Platform Desktop Memory Model F4-2400C15D-16GNT,G.SKILL,"4,902",4
CORSAIR Vengeance Pro 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMY16GX3M2A1600C9 (Silver),Corsair,"5,582",5
G.SKILL Aegis 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4 17000) Intel Z170 Platform / Intel X99 Platform Desktop Memory Model F4-2133C15D-16GIS,G.SKILL,"4,902",4
G.SKILL TridentZ Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Intel Z370 Desktop Memory Model F4-4000C19D-32GTZSW,G.SKILL,"24,171",4
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK16GX4M2B3000C15B,Corsair,"6,043",4
G.SKILL TridentZ RGB Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model F4-2666C18D-16GTZR,G.SKILL,"7,014",5
G.SKILL TridentZ RGB Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3866 (PC4 30900) Intel Z270 / Z370 Desktop Memory Model F4-3866C18D-16GTZR,G.SKILL,"12,920",4
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14Q-32GTZSW,G.SKILL,"22,418",4
Kingston ValueRAM 8GB (1 x 8GB) DDR4 2666MHz DRAM (Desktop Memory) CL19 1.2V DIMM (288-pin) KVR26N19S8/8,Kingston Technology Corp.,"2,898",4
G.SKILL TridentZ RGB Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model F4-3000C14Q-32GTZR,G.SKILL,"19,790",4
G.SKILL Value 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-1600C11D-16GNT,G.SKILL,"4,758",4
CORSAIR ValueSelect 4GB 240-Pin DDR3 SDRAM DDR3 1333 Desktop Memory Model CMV4GX3M1A1333C9,Corsair,"1,509",4
G.SKILL Ripjaws V Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14Q-32GVK,G.SKILL,"21,043",4
"Patriot Viper 4 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Extreme Performance Memory, Black Sides / Red Top Model PV48G300C6K",Patriot Memory,"2,946",4
CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Memory Kit Model CMK32GX4M2A2666C16,Corsair,"10,424",4
G.SKILL Sniper Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-12800CL9D-8GBSR,G.SKILL,"3,419",5
Patriot Signature 4GB 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Desktop Memory Model PSD34G13332,Patriot Memory,"1,548",4
Patriot Viper Steel 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model PVS416G320C6K,Patriot Memory,"5,579",3
G.SKILL Sniper X Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel X299 / Z370 / Z270 / Z170 Desktop Memory Model F4-3200C16D-16GSXKB,G.SKILL,"5,816",5
G.SKILL Ripjaws X Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model F3-10666CL9D-8GBXL,G.SKILL,"3,097",5
G.SKILL Ripjaws V Series 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 2800 (PC4 22400) Desktop Memory Model F4-2800C15D-8GVRB,G.SKILL,"3,411",4
Patriot Viper 3 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model PV38G160C0,Patriot Memory,"2,359",5
CORSAIR Vengeance LPX 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Memory Kit Model CMK8GX4M2A2400C14R,Corsair,"3,620",5
Ballistix Sport LT 8GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model BLS8G4D30AESEK,Ballistix,"2,791",3
G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 4400 (PC4 35200) Desktop Memory Model F4-4400C18D-16GTRS,G.SKILL,"23,004",5
CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK32GX4M2B3000C15,Corsair,"10,936",4
G.SKILL TridentZ RGB Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Intel Z270 / Z370 Desktop Memory Model F4-4000C18D-16GTZR,G.SKILL,"15,959",4
Mushkin Enhanced Silverline 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model MSL4U266KF16GX2,Mushkin Enhanced,"9,879",5
CORSAIR Vengeance LPX 16GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model CMK16GX4M1A2400C14,Corsair,"5,507",4
CORSAIR Dominator Platinum RGB 32GB (4 x 8GB) DDR4 3600 (PC4 28800) Desktop Memory Model CMT32GX4M4K3600C16,Corsair,"31,678",5
G.SKILL NS Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Intel Z170 Platform / Intel X99 Platform Memory Kit Model F4-2400C15D-16GNS,G.SKILL,"4,969",5
G.SKILL Ripjaws V Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model F4-2666C19Q-32GVR,G.SKILL,"10,575",5
CORSAIR DOMINATOR PLATINUM RGB 16GB (2 x 8GB) DDR4 3200 (PC4 25600) Desktop Memory Model CMT16GX4M2Z3200C16,Corsair,"9,120",5
G.SKILL Sniper X Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel X299 / Z370 / Z270 / Z170 Desktop Memory Model F4-3200C16D-16GSXFB,G.SKILL,"5,816",5
CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMK32GX4M2B3200C16R,Corsair,"11,540",4
CORSAIR Vengeance LPX 16GB (2 x 8GB) DDR4 2400 (PC4-19200) C16 1.2V for AMD Ryzen and Intel 200 - Black,Corsair,"5,582",4
Patriot Viper Elite 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model PVE416G266C6KGY,Patriot Memory,"5,883",5
CORSAIR Vengeance LPX 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMK64GX4M4B3200C16,Corsair,"24,136",4
G.SKILL Ripjaws V Series 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 2800 (PC4 22400) Desktop Memory Model F4-2800C15D-8GVR,G.SKILL,"3,474",4
CORSAIR Vengeance RGB Pro 128GB (4 x 32GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW128GX4M4E3200C16,Corsair,"46,009",No rating
Team T-FORCE DARK Za 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory (FOR AMD) Model TDZAD432G3200HC16CDC01,Team Group,"10,639",5
G.SKILL Trident Z Royal Series 32GB (4 x 8GB) 288-Pin RGB DDR4 SDRAM DDR4 4000 (PC4 32000) Desktop Memory Model F4-4000C17Q-32GTRS,G.SKILL,"35,395",5
CORSAIR Vengeance LP 8GB 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CML8GX3M1A1600C10,Corsair,"2,795",4
G.SKILL TridentZ Series 64GB (8 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel X99 Platform Desktop Memory Model F4-3200C16Q2-64GTZSK,G.SKILL,"25,681",4
G.SKILL Ripjaws V Series 16GB 288-Pin DDR4 SDRAM DDR4 2800 (PC4 22400) Desktop Memory Model F4-2800C15S-16GVR,G.SKILL,"5,383",4
Mushkin Enhanced Silverline 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Memory (Desktop Memory)                                      Model MSL4U266KF8GX2,Mushkin Enhanced,"5,204",5
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform / Intel X99 Platform Desktop Memory Model F4-3200C16Q-32GTZSK,G.SKILL,"12,767",4
G.SKILL 4GB (2 x 2GB) 240-Pin DDR2 SDRAM DDR2 800 (PC2 6400) Dual Channel Kit Desktop Memory Model F2-6400CL5D-4GBNT,G.SKILL,"3,419",5
CORSAIR Vengeance LPX 16GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Memory (Desktop Memory) Model CMK16GX4M1A2400C16,Corsair,"5,356",4
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 DRAM DDR4 3466 (PC4 27700) Desktop Memory Model CMW16GX4M2C3466C16,Corsair,"9,805",5
G.SKILL Ripjaws V Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14Q-64GVR,G.SKILL,"40,427",4
G.SKILL Ripjaws V Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C14Q-32GVR,G.SKILL,"21,202",4
CORSAIR Vengeance LPX 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) AMD X399 Compatible Desktop Memory Model CMK64GX4M4A2666C16,Corsair,"19,988",4
CORSAIR Vengeance RGB Pro 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW64GX4M4C3200C16W,Corsair,"24,890",5
G.SKILL Ares Series 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1866 (PC3 14900) Desktop Memory Model F3-1866C10D-16GAB,G.SKILL,"5,996",5
G.SKILL 4GB (2 x 2GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10600) Dual Channel Kit Desktop Memory Model F3-10600CL8D-4GBHK,G.SKILL,"1,992",5
G.SKILL Ripjaws V Series 128GB (8 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model F4-3000C14Q2-128GVRD,G.SKILL,"58,917",4
G.SKILL Value Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model F3-10666CL9D-8GBNT,G.SKILL,"2,812",5
Team T-Force XTREEM ARGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model TF10D416G3200HC16CDC01,Team Group,"9,119",No rating
Crucial 8GB (2 x 4GB) DDR4 2400MHz DRAM (Desktop Memory) CL17 1.2V SR DIMM (288-pin) CT2K4G4DFS824A,Crucial,"3,040",4
G.SKILL Ares Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-1600C9D-8GAB,G.SKILL,"3,419",5
G.SKILL TridentZ RGB Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Desktop Memory Model F4-4000C17Q-32GTZR,G.SKILL,"31,985",5
CORSAIR Vengeance RGB Pro 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMW64GX4M4C3000C15,Corsair,"23,381",5
G.SKILL Ripjaws V Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2800 (PC4 22400) Desktop Memory Model F4-2800C15Q-32GVRB,G.SKILL,"11,282",4
G.SKILL Ripjaws X Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model F3-2133C9D-8GXL,G.SKILL,"4,407",5
G.SKILL Ripjaws X Series 4GB (2 x 2GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-12800CL9D-4GBXL,G.SKILL,"1,992",5
G.SKILL Flare X Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q-32GFX,G.SKILL,"11,313",3
OLOy 16GB 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model MD4U163016CJSA,OLOy,"5,022",No rating
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK16GX4M2D3000C16W,Corsair,"5,892",4
Patriot Viper Steel 8GB 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model PVS48G320C6,Patriot Memory,"2,889",2
CORSAIR Vengeance LPX 32GB (2 x 16GB) DDR4 2400 (PC4-19200) C16 1.2V for AMD Ryzen - Black,Corsair,"9,880",4
G.SKILL Ripjaws V Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model F4-3000C14D-32GVR,G.SKILL,"13,974",4
Patriot Viper 3 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model PV316G160C9K,Patriot Memory,"4,985",4
G.SKILL Ripjaws 4 Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model F4-2400C15Q-32GRR,G.SKILL,"10,791",5
G.SKILL TridentZ RGB Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3866 (PC4 30900) Intel Z370 Desktop Memory Model F4-3866C18D-32GTZR,G.SKILL,"23,909",5
CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMK32GX4M2Z3600C18,Corsair,"12,822",No rating
CORSAIR Dominator Platinum RGB 32GB (4 x 8GB) DDR4 3200 (PC4 25600) Desktop Memory Model CMT32GX4M4Z3200C16,Corsair,"17,347",4
Patriot Viper RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4133 (PC4 33000) Desktop Memory Model PVR416G413C9K,Patriot Memory,"11,867",4
CORSAIR Vengeance LPX 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model CMK64GX4M4A2666C16W,Corsair,"20,215",4
CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Memory Kit Model CMK32GX4M2A2400C14,Corsair,"10,182",4
CORSAIR Vengeance LPX 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2133 (PC4 17000) Memory Kit Model CMK16GX4M4A2133C13,Corsair,"6,562",4
Team T-Force Night Hawk RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TF1D416G3000HC16CDC01,Team Group,"6,788",3
Crucial 2GB 240-Pin DDR3 SDRAM DDR3L 1600 (PC3L 12800) Desktop Memory Model CT25664BD160B,Crucial,"1,349",4
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMW16GX4M2C3200C14,Corsair,"16,066",4
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3400 (PC4 27200) Intel Z370 Platform Desktop Memory Model F4-3400C16Q-32GTZ,G.SKILL,"14,092",5
Crucial 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3L 1600 (PC3L 12800) High Density Desktop Memory Model CT2K51264BD160BJ,Crucial,"3,394",5
CORSAIR Vengeance Pro 32GB (4 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model CMY32GX3M4A1600C9 (Silver),Corsair,"11,314",4
G.SKILL Sniper Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 2133 (PC3 17000) Desktop Memory Model F3-2133C10D-8GSR,G.SKILL,"3,542",5
Patriot Viper RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model PVR416G266C5K,Patriot Memory,"6,839",4
CORSAIR Dominator Platinum 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model CMD32GX4M4A2666C15,Corsair,"13,577",5
CORSAIR Dominator Platinum 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Memory Kit Model CMD16GX4M2B3000C15,Corsair,"7,919",5
G.SKILL Ares Series 16GB (4 x 4GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Desktop Memory Model F3-1600C9Q-16GAB,G.SKILL,"6,562",5
G.SKILL Ares Series 8GB (2 x 4GB) 240-Pin DDR3 SDRAM DDR3 1333 (PC3 10666) Desktop Memory Model F3-1333C9D-8GAO,G.SKILL,"3,040",5
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform / Intel X99 Platform Desktop Memory Model F4-3200C15Q-32GTZSW,G.SKILL,"17,448",5
Team T-Force DARK 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model TDGED416G3000HC16CDC01,Team Group,"5,021",4
G.SKILL Flare X Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) AMD X370 / B350 / A320 Memory (Desktop Memory) Model F4-2400C16D-32GFX,G.SKILL,"9,956",5
G.SKILL TridentZ Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform Desktop Memory Model F4-3200C15D-32GTZ,G.SKILL,"15,862",5
G.SKILL TridentZ Series 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Intel Z370 Platform Desktop Memory Model F4-3000C14Q-64GTZ,G.SKILL,"30,169",5
CORSAIR Dominator Platinum RGB 64GB (4 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model CMT64GX4M4C3200C16,Corsair,"28,422",4
G.SKILL Ripjaws V Series 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-64GVK,G.SKILL,"22,250",No rating
CORSAIR XMS3 4GB 240-Pin DDR3 SDRAM DDR3 1600 Desktop Memory Model CMX4GX3M1A1600C9,Corsair,"1,662",5
CORSAIR Vengeance LPX 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 2933 (PC4 23400) Desktop Memory Model CMK32GX4M4Z2933C16,Corsair,"11,163",4
G.SKILL TridentZ Series 32GB (4 x 8GB) 288-Pin DDR4 SDRAM DDR4 3866 (PC4 30000) Intel Z270 / Z370 Desktop Memory Model F4-3866C18Q-32GTZSW,G.SKILL,"23,004",5
G.SKILL AEGIS 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3L 1600 (PC3L 12800) Desktop Memory Model F3-1600C11D-16GISL,G.SKILL,"4,902",5
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform Desktop Memory Model F4-3200C15D-16GTZSK,G.SKILL,"8,673",5
Mushkin Enhanced Redline 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Memory (Desktop Memory) Model MRB4U320LLLM8GX2,Mushkin Enhanced,"5,439",5
G.SKILL TridentZ Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3400 (PC4 27200) Intel Z370 Platform Desktop Memory Model F4-3400C16D-16GTZ,G.SKILL,"7,219",4
G.SKILL Ripjaws V Series 128GB (4 x 32GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16Q-128GVK,G.SKILL,"44,630",No rating
CORSAIR Vengeance RGB Pro 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model CMW32GX4M2A2666C16W,Corsair,"11,314",4
G.SKILL TridentZ Series 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Intel Z370 Platform Desktop Memory Model F4-3200C15D-32GTZSW,G.SKILL,"15,862",5
Team T-FORCE DARK Za 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory (FOR AMD) Model TDZAD416G3600HC18JDC01,Team Group,"6,042",No rating
G.SKILL Ares Series 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3 1600 (PC3 12800) Intel Z87/ Z77/ Z68/ P67 Memory Model F3-1600C10D-16GAB,G.SKILL,"5,287",5
OLOy 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model MD4U323016DJDA,OLOy,"20,899",No rating
OLOy 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model MD4U322616DJDA,OLOy,"20,519",No rating
Crucial Ballistix RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model BL2K8G32C16U4BL,Crucial,"6,642",3
G.SKILL Trident Z Royal Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Desktop Memory Model F4-4000C18D-16GTRS,G.SKILL,"11,019",No rating
G.SKILL Ripjaws V Series 8GB (2 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model F4-2400C17D-8GVR,G.SKILL,"3,026",4
Team T-FORCE XCALIBUR RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 4000 (PC4 32000) Desktop Memory - Special Edition Model TF6D416G4000HC18EDC01,Team Group,"11,157",3
CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 2666 (PC4 21300) Desktop Memory Model CMK32GX4M2A2666C16W,Corsair,"11,163",3
G.SKILL Ripjaws X Series 16GB (2 x 8GB) 240-Pin DDR3 SDRAM DDR3L 1600 (PC3L 12800) Intel 100/9/8/7/6 Series Desktop Memory Model F3-1600C9D-16GXLL,G.SKILL,"5,457",5
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model CMK16GX4M2B3600C18,Corsair,"8,297",5
G.SKILL Trident Z Royal Series 64GB (2 x 32GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model F4-3200C16D-64GTRS,G.SKILL,"25,809",No rating
G.SKILL Ripjaws V Series 8GB 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model F4-2400C17S-8GVR,G.SKILL,"2,812",4
Ballistix Sport LT 16GB (4 x 4GB) 288-Pin DDR4 SDRAM DDR4 2400 (PC4 19200) Desktop Memory Model BLS4K4G4D240FSE,Ballistix,"5,506",3
